Sentence,Label
Job got failed due to tbload issue.,0
Job was killed and completed by running the query manually.,0
Job failed only when updating audit entry.,0
Failed due to count validation issue and on re-running job got completed successfully.,0
Job failed inlast update script due to long running.,0
Job was killed and completed by running the query manually.,0
The job abended due to TNS Listener Failure.,0
Job was killed and completed by running the query manually.,0
Failed due to Named piped error issue.,0
Named-pipe error.,0
has been delayed due to late completion of Customer matching jobs,0
Job failed only when updating audit entry.,0
Job was killed and completed by running the query manually.,0
The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.,0
The job abended due to TNS Listener Failure.,0
Job got failed due to CRM source connecitivity issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
The jobs completed in TODS console but failed in brj.This is due to brj issue.,0
Job was killed and completed by running the query manually.,0
Job got failed due to scheduler and SSIS tool related issue.,0
Job was killed and completed by running the query manually.,0
"failed due to duplicate issue, has been reprocessed",0
Job failed due to named pipe error.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Failed due to lock issue and on re-running job got completed successfully.,0
Job was killed and completed by running the query manually.,0
we have cancelled the batch for the day's run,0
Job got failed due to duplicate issue.,0
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,0
Job was killed and completed by running the query manually.,0
the query to insert the records in sql got self lock.We have killed the job and executed the insert and update script manually.,0
Named-pipe error.,0
Job was killed and completed by running the query manually.,0
Failed due to connectivity issue and on re-running job got completed successfully.,0
Failed due to TODS connectivity issue,0
The job failed due to tbload.It completed successfulll after releasing the tbload.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Named-pipe error.,0
we have cancelled the batch for the day's run,0
the query to insert the records in sql got self lock.We have killed the job and executed the insert and update script manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
"job has been failed due to server restart, job has been reprocessed now.",0
Job was killed and completed by running the query manually.,0
"In Gludad sml schdelue, three news jobs are added as part of lapsed contract patching.Previsouly this job will not be triigered via brj due to batch file not created for these jobs from TODS management console.So these jobs will fail, to avoid other jobs are affceting by ths failure, we have put the Maid Qac Services Quotes as held.Now the issue has been resolved and we will not put this job again in held status.",0
Job failed due to TODS issue.,0
we have cancelled the batch for the day's run,0
Named-pipe error.,0
Failed due to lock issue and on re-running job got completed successfully.,0
Job got failed due to brj issue.,0
Failed due to connectivity issue and on re-running job got completed successfully.,0
"Failed due to brj issue, jobs didn't get triggered in Backend console.",0
Failed due to duplicate issue.,0
Job was cancelled.,0
Job got failed due to brj issue.,0
Job was cancelled.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
Job got failed due to duplicate issue.,0
Named-pipe error.,0
Failed due to lock issue .,0
Job got failed due to file unavailability.,0
Then schedule  has been cancelled for the day.,0
Job got failed due to duplicate issue.,0
Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.,0
"Failed due to lock issue and on re-running, job got completed successfully.",0
Job was killed and completed by running the query manually.,0
Job got failed due to duplicate issue.,0
Job got failed due to CRM source connecitivity issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to TODS and scheduler connectivity issue.,0
Job was killed and completed by running the query manually.,0
Named-pipe error.,0
"Due to connection issue, the job failed to execute from brj.",0
Failed due to named piped error and released tbload and the job got successful on re-run.,0
Job was cancelled.,0
Job was killed and completed by running the query manually.,0
failed due to file unavailability later ran the job with file from source team and job completed successfully.,0
Job got failed due to duplicate issue.,0
"Failed due to tbload issue, released the lock and on re-running job got completed successfully.",0
Job was killed and completed by running the query manually.,0
"Due to server issues, the job got failed.",0
Job was killed and completed by running the query manually.,0
The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to file unavailability.,0
Then schedule  has been cancelled for the day.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
The jobs completed in TODS console but failed in brj.This is due to brj issue.,0
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,0
Failed due to lock issue and on re-running job got completed successfully.,0
The batch has been cancelled for the day.,0
Job was killed and completed by running the query manually.,0
Job failed due to TODS issue.,0
Job failed due to incoorect date.,0
job was cancelled.,0
The jobs failed due to source database issue.,0
Failed due to Named piped error and on re-running job got completed successfully.,0
Job was killed and completed by running the query manually.,0
Job got killed because of DB locking issue.we have executed the script manually.,0
Job was killed and completed by running the query manually.,0
Failed due to lock issue and on re-running job got completed successfully.,0
Job was killed and completed by running the query manually.,0
Job got failed due to CRM source connecitivity issue.,0
The job failed due to log in time out error.We have re-executed the job and completed successfully.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.,0
Named-pipe error.,0
Named-pipe error.,0
"The job failed due to file unavailability,the job re-ran and completed successfully after fix done by hadoop team.",0
Job got failed due to process state failure.,0
Named-pipe error.,0
Job got failed due to duplicate issue.,0
Job failed at update audit entry.,0
"Failed due to brj issue, jobs didn't get triggered in Backend console.",0
Job failed due to TODS issue.,0
Job was killed and completed by running the query manually.,0
Failed due to unavailability of source file and job got completed successfully once the file was available.,0
Job got failed due to duplicate issue.,0
Failed due to source database issue.Completed successfully after reexecuting.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
No Issues in the batch.,0
"Failed due to brj issue, jobs didn't get triggered in Backend console.",0
Job failed only when updating audit entry.,0
"Failed due to invalid datetime stamp issue from source , updated the record and on re-running job got completed successfully.",0
Job was killed and completed by running the query manually.,0
JOb got failed due to tbload issue,0
"job has been failed due to server restart, job has been reprocessed now.",0
Job was killed and completed by running the query manually.,0
Job got failed due to duplicate issue.,0
batch cancelled,0
Failed due to lock issue and on re-running job got completed successfully.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,0
"MDL has been cancelled due to delay in completion, back log data will be pulled in next day's load",0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to duplicate issue.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to data duplicate issue.,0
The jobs completed in TODS console but it failed in brj .This is due to brj issue which has been resolved.,0
Failed due to count validation issue and on re-running job got completed sucessfully.,0
Failed due to lock issue and on re-running job got completed successfully.,0
failed while unzipping the file.The step has been done manually.,0
Job got failed due to file unavailability.,0
The job abended due to TBUILD error.,0
Named-pipe error.,0
The job abended due to Name Pipe Error.,0
Job got failed due to source and target count mismatch.Have executed the job again and it got completed scuessfully.,0
Job got failed due to space issue.,0
Job was killed and completed by running the query manually.,0
job failed due to tbload error.We have dropped the tbload tables and rexecuted the job and completed successfully.,0
failed due to file unavailability later ran the job with file from source team and job completed successfully.,0
We have cancelled the job for todays run,0
Job got failed due to file unavailability.,0
Job was killed and completed by running the query manually.,0
No Issues in SBI batch.,0
The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.,0
Failed due to file unavailability.,0
The job failed as the source extraction failed.,0
The job was cancelled for the day.,0
Job got failed due to process state failure.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
Failed due to count validation issue and on re-running job got completed successfully.,0
JOb got failed due to tbload issue.,0
Named-pipe error.,0
Job got failed due to invalid date format in source file.,0
JOb got failed due to tbload issue.,0
Job got failed due to tbload issue.,0
Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.,0
Job got failed due to file unavailability.,0
Job got failed due to brj issue.,0
Failed due to login timeout error and on re-running job got completed successfully.,0
Named-pipe error.,0
The job abended due to TNS Listener Failure.,0
Job failed to start in TODS console.,0
Job got failed due to crm source connectivity issue.,0
Job was killed and completed by running the query manually.,0
Schedule was cancelled.,0
Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.,0
Job got failed due to brj issue.,0
Job was killed and completed by running the query manually.,0
No issues.,0
the query to insert the records in sql got self lock.We have killed the job and executed the insert and update script manually.,0
Failed due to source file unavailability issue.,0
The job abended due to TNS Listener Failure.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
The job failed due to log in time out error.We have re-executed the job and completed successfully.,0
The job failed due to duplicate records .We have re-executed the job after deleting the invalid records and the job completed successfully.,0
JOb got failed due to tbload.,0
Job got failed due to data issue.,0
Job was killed and completed by running the query manually.,0
Failed due to source file unavailability.,0
"Failed due to brj issue, jobs didn't get triggered in Backend console.",0
Job was killed and completed by running the query manually.,0
Job got failed due to process state failure.,0
The job failed due to log in time out error.We have re-executed the job and completed successfully.,0
Job got failed due to tbload issue.,0
"Job got failed due to data issue, which was complex to fix immediately and required some time to address the issue, as the job has been as part of initial run in production.",0
Job got failed due to process state failure.,0
Failed due to issue in Source BW end and on re-running job got completed successfully.,0
The job abended due to the invalid date column error.,0
Named-pipe error.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
Job got failed due to data duplicate issue.,0
Job got failed due to crm source connectivity issue.,0
Job was killed and completed by running the query manually.,0
The jobs completed in TODS console but it failed in brj .This is due to brj issue which has been resolved.,0
Job was killed and completed by running the query manually.,0
Job got failed due to file unavailability.,0
The job failed in update status query.We have manually changed the status and the job completed successfully.,0
Job got failed due to brj issue.,0
Failed due to brj issue and jobs didn't get triggered from backend console but failed in brj and on re-running job got completed successfully,0
Job got failed due to file unavailability.,0
Batch was cancelled due to source side issue and we have raised an incident for that.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was cancelled.,0
Job was killed and completed by running the query manually.,0
The job abended due to TNS Listener Failure.,0
Named-pipe error.,0
JOb got failed due to tbload issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
No more room in TD.,0
we have cancelled the batch for the day's run,0
Failed due to named piped error and released tbload and the job got successful on re-run.,0
Job got failed due to brj issue.,0
The job was cancelled and hence it was on held.,0
The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.,0
Job was killed and completed by running the query manually.,0
Job failed due to TODS issue.,0
Job got failed due to data duplicate issue.,0
Job was killed and completed by running the query manually.,0
Failed due to file was not available and once the file was available job got completed successfully on re-run.,0
Job was killed and completed by running the query manually.,0
Named-pipe error.,0
Job got failed due to TODS and scheduler connectivity issue.,0
Job was killed and completed by running the query manually.,0
Job got failed due to brj issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
Named-pipe error.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,0
Job got failed due to source and target count mismatch.Have executed the job again.,0
Job got failed due to tbload issue.,0
Failed due to Source BW issue and completed after the issue is resolved by re-run.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
BATCH CANCELLED,0
Job got failed due to file unavailability.,0
Job got failed due to process state failure.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Failed due to lock issue and the lock was released and the job was completed successfully.,0
Job got failed due to crm source connectivity issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.,0
Job got failed due to CRM source connecitivity issue.,0
The jobs completed in TODS console but failed in brj.This is due to brj issue.,0
"job failed due to server restart, has been reprocessed",0
Batch Cancelled.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Failed due to Named piped error.,0
we have cancelled the batch for the day's run,0
Job got failed due to tbload issue.,0
Job was killed and completed by running the query manually.,0
Job got failed due to tbload issue,0
Job got failed due to tbload issue.,0
Failed due to source file unavailability.,0
Job was killed and completed by running the query manually.,0
Failed due to connectivity issue and on re-running job got completed successfully.,0
Job was killed and completed by running the query manually.,0
Failed due to named piped error and released tbload and the job got successful on re-run.,0
Job failed due to TODS issue.,0
Failed due to named piped error and released tbload and the job got successful on re-run.,0
Job was killed and completed by running the query manually.,0
Job failed due to connection issue.,0
Job was killed and completed by running the query manually.,0
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.,0
Failed due to brj issue.DIdnt ran in console but failed in brj.Re-executed the job and completed successfully.,0
"Failed due to brj issue, jobs didn't get triggered in Backend console.",0
Named-pipe error.,0
Job got failed due to TODS and scheduler connectivity issue.,0
Job got failed due to process state failure.,0
Job got failed due to duplicate issue.,0
Job got failed beacuse of stats issue and it was corrected manually.,0
The job abended due to connection time out error.,0
Job got failed due to CRM source connecitivity issue.,0
Job got failed due to CRM source connecitivity issue.,0
Job was cancelled.,0
The issue was not fixed hence the batch was cancelled for the day.,0
The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.,0
Hence MDL has been killed and cancelled for the day.,0
Job was killed and completed by running the query manually.,0
Failed due to TODS connectivity issue,0
Job got failed due to file unavailability.,0
Job was cancelled.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
No Issues.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to tbload issue.,0
JOb got failed due to tbload issue.,0
Job got failed due to duplicate issue.,0
Job got failed due to process state failure.,0
Job was killed as it was longrunning.,0
Failed due to named piped error and released tbload and the job got successful on re-run.,0
JOb got failed due to tbload issue.,0
Job got failed due to TODS and scheduler connectivity issue.,0
Failed due to  lock issue and on rerunning job got completed successfully.,0
Job was killed and completed by running the query manually.,0
Job got failed due to CRM source connecitivity issue.,0
The job failed as the source extraction failed.,0
The job was cancelled for the day.,0
Failed due to brj connectivity issue and on re-running job got completed sucessfully.,0
Job was killed and completed by running the query manually.,0
"Failed due to brj issue, jobs didn't get triggered in Backend console.",0
JOb got failed due to dataa duplicate issue.,0
Job was killed and completed by running the query manually.,0
Failed due to brj connectivity issue and on re-running job got completed sucessfully.,0
Job was killed and completed by running the query manually.,0
The jobs failed due to source database issue.,0
The job abended due to connection time out error.,0
Job was killed and completed by running the query manually.,0
Job got failed due to CRM source connecitivity issue.,0
Job was killed and completed by running the query manually.,0
Job got failed due to tbload issue.,0
Job got failed due to duplicate issue.,0
"Failed due to tbload issue, released the lock and on re-running job got completed successfully.",0
"name pipe error, job has been rerun",0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Named-pipe error.,0
Job was cancelled.,0
Job was killed and completed by running the query manually.,0
Job got failed due to data duplicate issue.,0
Named-pipe error.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
Job got failed due to data duplicate issue.,0
Job was killed and completed by running the query manually.,0
"Failed due to lock issue and on re-running, job got completed successfully.",0
Job got failed due to tbload issue.,0
Job got failed due to process state failure.,0
The job failed due to log in time out error.We have re-executed the job and completed successfully.,0
Job got failed due to duplicate issue.,0
Job got failed due to spool space issue.,0
Job was killed and completed by running the query manually.,0
Job got failed due to duplicate issue.,0
Job failed due to TODS issue.,0
Named-pipe error.,0
Job was killed and completed by running the query manually.,0
"The job failed due to file unavailability,the job re-ran and completed successfully after fix done by hadoop team.",0
Job failed due to TODS issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
JOb got failed due to count validation.,0
Job was killed and completed by running the query manually.,0
Job got failed due to duplicate issue.,0
Job got failed due to process state failure issue.,0
Job got failed due to dba  dead locking issue.Executed the job again.,0
job failed due to tbload error.We have dropped the tbload tables and rexecuted the job and completed successfully.,0
Failed due to lock issue and on re-running job got completed successfully.,0
Named-pipe error.,0
The job failed as the stream instance was active.,0
The job failed due to tbload.It completed successfully after releasing the tbload.,0
Failed due to duplicates in the source file and source team corrected the file and on re-running job got completed successfully.,0
Failed due to lock issue and on re-running job got completed successfully.,0
Job got failed due to file unavailability.,0
Then schedule  has been cancelled for the day.,0
Job was killed and completed by running the query manually.,0
The Job failed due to the spool Space issue.,0
The job didn't trigger in brj and failed due to brj issue.We re-executed the job and completed successfully.,0
Job was killed and completed by running the query manually.,0
Job got failed due to file unavailability.,0
Then schedule  has been cancelled for the day.,0
Job got failed due to crm source connectivity issue.,0
Job was killed and completed by running the query manually.,0
Job got failed due to connectivity issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to brj issue.,0
Named-pipe error.,0
Job got failed due to brj issue.,0
Job got failed due to file unavailability.,0
Then schedule  has been cancelled for the day.,0
Failed due to lock issue and on re-running job got completed successfully.,0
Job was killed and completed by running the query manually.,0
Job got failed due to file unavailability.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Failed due to lock issue and on re-running job got completed successfully.,0
Failed due to duplicates in source file and duplicates was removed and job got completed successfully on re-run.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to file unavailability.,0
Then schedule  has been cancelled for the day.,0
Job got failed due to duplicate issue.,0
Job was killed and completed by running the query manually.,0
Job was killed and completed by running the query manually.,0
Job got failed due to TODS and scheduler connectivity issue.,0
Job failed at collect stats.,0
Named-pipe error.,0
Job failed due to TODS issue.,0
Job got failed due to crm source connectivity issue.,0
Named-pipe error.,0
Received source file contains duplicates.So the staging job got failed .We have intimated the source team on this duplicate issue and got the corrected file.We have executed the job successfully with the corrected file.,0
Yesterday's batch was cancelled for the day,0
"Failed due to source file unavailability,",0
Job got failed due to brj issue.,0
"The job failed due to file unavailability,the job re-ran and completed successfully after fix done by hadoop team.",0
Job was killed and completed by running the query manually.,0
Job was cancelled.,0
"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly.",0
"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly.",0
"Due to source files unavailability job got failed, once files received manually run the job successfully.",0
Queue file was stuck,0
No action required,0
delay in receiving source file.Hence failed.Success on rerun,0
Queue file was stuck,0
No action required,0
Delay in source file.,0
Queue file was stuck,0
"Due to source file (RR11)issue the job got failed ,once files received manually re run the job successfully.",0
"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly.",0
"0 kb file copied,hence job failed.",0
failed due to SAA warnings.,0
We are in process of increasing the file count to avoid this alerts.,0
delay in source file arrival,0
"Due to source file unavailability job got failed, once files received re run the job successfully.",0
"Due to queue  file issue the job got failed, manually cleared the queue and re run the job succssfully.",0
Source file delay,0
We are in process of increasing the file count to avoid this alerts.,0
"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly.",0
Queue file was stuck,0
We are in process of increasing the file count to avoid this alerts.,0
informed user to kill one of the high cpu usage EG session,0
We have requested the EMS team to change the file count for triggering this event avoid the warning incidents.,0
Delay in receiving input file.Hence job failed,0
delay in receiving source file.Hence failed.Success on rerun,0
No action required,0
We are in process of increasing the file count to avoid this alerts.,0
Queue file was stuck,0
no action required,0
"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly.",0
We are in process of increasing the file count to avoid this alerts.,0
no action required,0
failed due to SAA warnings.,0
Queue file was stuck,0
failed due to SAA warnings.,0
Queue file was stuck,0
Queue file was stuck,0
"Due to queue  file issue the job got failed, manually cleared the queue and re run the job succssfully.",0
Queue file was stuck,0
"Due to source file issue the job got failed ,once files received manually transfer  the files to sas path.",0
"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",0
Delay in receiving input file.Hence job failed,0
"Due to source file issue the job got failed ,once files received manually re run the job successfully.",0
"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",0
Queue file was stuck,0
failed due to SAS warnings.,0
Queue file was stuck,0
RR12 file was delayed.,0
"Due to source files unavailability job got failed, once files received manually run the job successfully.",0
Queue file was stuck,0
Delay in source file arrival.success on rerun,0
Queue file was stuck,0
"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly.",0
"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",0
"Due to source files unavailability job got failed, once files received manually run the job successfully.",0
"Due to source file issue the job got failed ,once files received manually re run the job successfully.",0
"Due to source file issue the job got failed ,once files received manually re run the job successfully.",0
"Due to source files unavailability job got failed, once files received manually run the job successfully.",0
Queue file was  stuck.,0
Hence job failed,0
Queue file was stuck,0
users has been informed to delete unwanted files,0
failed due to SAS warnings.,0
"Due to source file issue the job got failed ,once files received manually re run the job successfully.",0
"Due to source files unavailability job got failed, once files received manually run the job successfully.",0
"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",0
Job got failed due to process state failure.,0
Job got failed due to script failure.,0
Queue file was stuck,0
We are in process of increasing the file count to avoid this alerts.,0
"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",0
Queue file was stuck,0
"Due to source file issue the job got failed ,once files received manually re run the job successfully.",0
Queue file was stuck,0
We have requested the EMS team to change the file count for triggering this event avoid the warning incidents.,0
Queue file was  stuck.,0
Hence job failed,0
"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",0
"Due to source files unavailability job got failed, once files received manually run the job successfully.",0
Queue file was stuck,0
Queue file was stuck,0
Delay in source file.Success on rerun,0
No action required,0
no action required,0
"Due to source file delay  the job got failed ,once files received manually re run the job successfully.",0
Queue file was stuck,0
Delay in receiving input file.Hence job failed,0
failed due to SAA warnings.,0
Queue file was  stuck.,0
Hence job failed,0
Queue file was  stuck.,0
Hence job failed,0
"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",0
"Due to source file issue the job got failed ,once files received manually re run the job successfully.",0
Description,1
Job re-run,1
Job Re-Run,1
We have requested the source team to place the source files again.,1
The job completed after placing the source file in the source path.,1
Then job was re-started and completed successfully.,1
Then issue was fixed and job was re-started once the issue fixed.,1
On re-run job completed successfully.,1
Then issue was fixed and job was re started,1
The job ran successfully on rerun,1
Then issue has been fixed and job was re-started.,1
The job abended due to duplicate data issue.,1
The issue was fixed manually and the job was restarted and completed successfully.,1
The job abended as the source files are not available in the source path.,1
"We have requested the source team to place the file and restarted the job, it got completed successfully.",1
The job executed successfully on re-run,1
"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully",1
Lock released and job is re-run.,1
Then issue was fixed and job was restarted.,1
Job has been re-run successfully.,1
JOb schedules were kept on hold as the schedules were didnt run for past few days due to file unavailaility.,1
Hence received deadline alert for the same.,1
Then issue was fixed and job was re started,1
Completed on re-run.,1
Self-lock.,1
Job completed by running the query manually.,1
"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully.",1
The job abended due to Database Login Time out issue as there was load in the TD box.,1
We have reexecuted the job after the load was reduced and the job got completed successfully.,1
Job got abended due to connectivity issue.,1
Then job has been re-executed and completed successfully.,1
Source file issue.,1
Job completed after receiving the file.,1
Source file issue.,1
Job completed after receiving the file.,1
The job has been completed successfully on re-run,1
Then issue has been fixed and job was re-started.,1
Done manually.,1
schedule triggered wrongly.,1
Self-lock occured.,1
Job completed after manually running the query.,1
"There was an issue with the TD upgrade happened, fix was later provide by DBA after which job has been rerun and completed successfully",1
Manually run stats.,1
Then job was re-started.,1
Job abended as the oraacle source database was down.,1
The job will be restarted once the Oracle server is restarted.,1
"Source file unavailable , job completed successfully after receiving the updated file.",1
On re-run job completed successfully.,1
source file not available.,1
rerun was successful,1
completed successfully on re-running,1
Then job was re-started and completed successfully.,1
The job Abended after running for long time.,1
The next day's backup batch have covered all the backlogs.,1
Source file not available.,1
Job completed once the file is available.,1
Completed on re-run.,1
The job has been ran successfully on rerun,1
Then issue was fixed and job was re-started and completed successfully.,1
Then issue was fixed and job was restarted.,1
Source file issue.,1
Job completed after receiving the file.,1
Job was marked as completed.,1
Duplicates found.,1
completed on re-run,1
Job got abended due to duplicate issue.,1
Then issue has been fixed and job  has been re-executed and completed successfully.,1
Source file not available.,1
Then job has been re started once the file have been placed in the path.,1
Batch Issues.,1
Jobs were re-run successfully.,1
Then job was re started once the file was placed in the path.,1
Confirmed at backend,1
Then issue has been fixed and job was re-started.,1
Self-lock.,1
Job completed by running the query manually.,1
"Triggered wrongly , due to isue with the job",1
Then job was restarted and completed successfully.,1
Then job was re-started.,1
Source file not available.,1
Job re-run once the file is available.,1
Lock released and job re-run successfully.,1
Job got trigerred wrongly.,1
THen job was restarted and completed.,1
brj issue.,1
Job re-run once brj is up and completed successfully.,1
Self-lock occured.,1
Job completed by running the query manually.,1
"Batch entry was not there , updated the entry to R status f, the job completed successfully.",1
rerun of the job was successful,1
Then issue was fixed and job was restarted.,1
Job executed successfully at back end.,1
"self lock occurred , completed the job by running the script",1
On rerun job was completed successfully.,1
Then issue was fixed and job was restarted.,1
The batch completed successfully on re-run,1
Then issue was fixed and job was re-started.,1
Self-lock occured.,1
Completed on re-run,1
The job abended due to dupllicate/NULL/Invalid Format issue.,1
The issue was fixed and the job was restarted and completed successfully.,1
Then issue was fixed and job was re-started.,1
Then job was re-started once the outage has been compelted.,1
Then issue was fixed and job was re-started.,1
Then issue has been fixed and job has been re-started,1
Then issue has been fixed and job was re-started.,1
Job completed successfully by running the query manually.,1
Then issue was fixed and job was re-started,1
Source file not available.,1
brj issue.,1
completed on re-run,1
The job was restarted and completed successfully.,1
Successful on re- run,1
The job completed on rerun,1
On re-run job completed successfully.,1
Then issue has been fixed and job was restarted.,1
The job abended due to the duplicate/NULL/Invalid data format issues.,1
The issue is fixed and the job was restarted and completed successfully,1
"self lock occurred , on rerun the job completed successfully",1
Then  job has been re-executed and completed successfully.,1
Then issue was fixed and job was re-started.,1
Then issue was fixed and job was re started,1
Job Abended due to Data Issues (i.e.,1
Duplicates/NULL Values/Invalid Data Format).,1
The issue was fixed and the job was restarted and completed successfully.,1
Then job has been re started once the file have been placed in the path.,1
Confirmed at backend,1
The job ran successfully on re-run,1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
Lock released and job is re-run.,1
Source file issue.,1
Then issue was fixed and JOb was restarted and completed,1
Then JOb was re started once the outage was over.,1
Then issue has been fixed and job has been re-started.,1
on rerun the job completed successfully.,1
Then issue was fixed and job was restarted.,1
job confirmed at backend,1
Wrongly triggered,1
then job was re-started and completed,1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
Then issue has been fixed and job has been re-executed and completed successfully.,1
"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully.",1
Job got abended due to duplicate issue.,1
Then issue has been fixed and job has been re-executed and completed successfully,1
re run was successfull,1
Then issue was fixed and job was restarted.,1
The job abended due to tbload issue.,1
the issue was fixed and the job was reran and completed successfully.,1
Source file not available.,1
Job re-run once the file is avaialble.,1
self lock.,1
script executed,1
on rerun the job completed successfully.,1
Self-lock occured.,1
The job abended due to Database Login Time out issue as there was load in the TD box.,1
We have reexecuted the job after the load was reduced and the job got completed successfully.,1
the job completed Succefully on rerun,1
Then job has been re started once the file have been placed in the path.,1
schedule triggered wrongly.,1
We have requested the source team to place the source files again.,1
The job completed after placing the source file in the source path.,1
Then job was re-started and completed successfully.,1
job executed successfully on rerunning,1
Then issue was fixed and job was restarted.,1
completed on re-run,1
Then issue has been fixed and job has been re started,1
rerun was successful,1
Then issue was fixed and job was restarted and completed successfully.,1
Then job was restarted and completed successfully.,1
Then job was re started once the file was placed in the path.,1
